,cust_id,income,Tier_income,age,Age_Group,years_with_bank,nbr_children,gender,marital_status,first_name,last_name,state_code,Region
245,1362698,49623,High Middle,55,50-59,5,1,F ,4,Alice                                                       ,Grolemund                                                   ,TX  ,South
246,1362820,129196,Highest,55,50-59,5,2,M ,3,Yoshio                                                      ,Eggerman                                                    ,IL  ,Midwest
247,1363167,39703,Low Middle,38,30-39,8,0,F ,1,Victoria                                                    ,Newell                                                      ,NJ  ,Northeast
248,1363289,19300,Low Middle,57,50-59,7,1,M ,2,Jeffrey                                                     ,Quine                                                       ,CA  ,West
249,1362759,27258,Low Middle,69,60-69,9,0,F ,2,Oliver                                                      ,Song                                                        ,CA  ,West
250,1363085,25681,Low Middle,56,50-59,6,2,M ,2,Guy                                                         ,Garcon                                                      ,OK  ,South
251,1362555,26598,Low Middle,57,50-59,6,0,M ,2,Matt                                                        ,Bailey                                                      ,CA  ,West
252,1362677,11812,Lowest,32,30-39,2,2,M ,4,Forrest                                                     ,Woolf                                                       ,OK  ,South
253,1363493,30068,Low Middle,69,60-69,5,0,M ,2,Randy                                                       ,Reynolds                                                    ,TX  ,South
254,1362942,17165,Low Middle,38,30-39,6,2,M ,2,Tony                                                        ,Russell                                                     ,TX  ,South
255,1362881,12690,Lowest,55,50-59,5,0,M ,2,Bob                                                         ,Shaw                                                        ,AZ  ,West
256,1363268,35508,Low Middle,56,50-59,6,1,F ,2,Blanche                                                     ,Carpenter                                                   ,TX  ,South
257,1363146,8381,Lowest,44,40-49,4,0,F ,2,Dilpreet                                                    ,Gavin                                                       ,NJ  ,Northeast
258,1362656,17584,Low Middle,64,60-69,4,0,M ,4,Lee                                                         ,O'Malley                                                    ,TX  ,South
259,1363207,10919,Lowest,73,70-79,3,0,M ,2,Art                                                         ,Garrison                                                    ,IL  ,Midwest
260,1363390,12973,Lowest,50,50-59,0,2,M ,2,B.Q.                                                        ,Insko                                                       ,NY  ,Northeast
261,1363003,7968,Lowest,68,60-69,8,0,M ,2,David                                                       ,Sands                                                       ,NY  ,Northeast
262,1362513,28058,Low Middle,32,30-39,2,2,F ,4,Rebecca                                                     ,Campbell                                                    ,NY  ,Northeast
263,1362595,29241,Low Middle,58,50-59,5,2,F ,2,Angie                                                       ,Lanzante                                                    ,TX  ,South
264,1362982,0,,15,10-19,7,0,F ,1,Dawn                                                        ,Reagan                                                      ,IL  ,Midwest
265,1363064,0,,13,10-19,5,0,F ,1,Isabel                                                      ,Gold                                                        ,NY  ,Northeast
266,1363247,19686,Low Middle,64,60-69,4,0,F ,2,Michelle                                                    ,Raphael                                                     ,OH  ,Midwest
267,1362860,0,,15,10-19,7,0,F ,1,Kathy                                                       ,Pieper                                                      ,CA  ,West
268,1362839,43315,High Middle,33,30-39,3,3,M ,3,Abkar                                                       ,Melber                                                      ,MD  ,South
269,1362921,19987,Low Middle,45,40-49,5,2,F ,3,Nora                                                        ,Besa                                                        ,KS  ,Midwest
270,1362492,40252,High Middle,40,40-49,0,5,F ,3,Maggie                                                      ,McMillen                                                    ,TX  ,South
271,1362717,0,,16,10-19,1,0,F ,1,Tammy                                                       ,Reidy                                                       ,NY  ,Northeast
272,1362961,5505,Lowest,18,10-19,3,0,F ,1,Marlene                                                     ,Finley                                                      ,NC  ,South
273,1363186,0,,15,10-19,0,0,M ,1,Quinn                                                       ,Marxen                                                      ,OH  ,Midwest
274,1363287,18449,Low Middle,39,30-39,9,0,M ,2,Elbert                                                      ,Michael                                                     ,OH  ,Midwest
275,1362574,26763,Low Middle,31,30-39,1,2,F ,2,Priscilla                                                   ,Lerma                                                       ,NY  ,Northeast
276,1363083,22680,Low Middle,64,60-69,4,0,M ,1,Geoffrey                                                    ,Boggs                                                       ,FL  ,South
277,1363043,20840,Low Middle,42,40-49,2,1,M ,2,Thomas                                                      ,O'Connell                                                   ,DC  ,South
278,1362675,10608,Lowest,63,60-69,3,0,F ,2,Patricia                                                    ,Meis                                                        ,MN  ,Midwest
279,1363308,27155,Low Middle,22,20-29,1,1,M ,2,Lee                                                         ,Simone                                                      ,NY  ,Northeast
280,1362940,0,,17,10-19,2,0,F ,1,Lucy                                                        ,Woolf                                                       ,NY  ,Northeast
281,1363165,15301,Low Middle,69,60-69,7,0,M ,2,Curtis                                                      ,Ross                                                        ,MO  ,Midwest
282,1363409,9379,Lowest,69,60-69,9,0,F ,2,Marsha                                                      ,Greene                                                      ,NY  ,Northeast
283,1363022,26364,Low Middle,41,40-49,1,2,M ,2,Jester                                                      ,McLernon                                                    ,IN  ,Midwest
284,1362797,17912,Low Middle,32,30-39,2,3,F ,2,Minh                                                        ,McCreary                                                    ,WA  ,West
285,1363491,0,,14,10-19,6,0,M ,1,Stanley                                                     ,Campbell                                                    ,HI  ,West
286,1363266,20889,Low Middle,23,20-29,2,0,F ,3,Georgia                                                     ,Owings                                                      ,CA  ,West
287,1362614,18040,Low Middle,27,20-29,6,2,F ,2,Ann                                                         ,Maloney                                                     ,NY  ,Northeast
288,1362858,60242,High Middle,41,40-49,1,4,F ,2,Patricia                                                    ,Pieper                                                      ,CA  ,West
289,1362879,0,,15,10-19,7,0,F ,1,Lorraine                                                    ,Huff                                                        ,OR  ,West
290,1362654,0,,13,10-19,5,0,F ,1,Debbie                                                      ,Olszewski                                                   ,TX  ,South
291,1363348,36259,Low Middle,45,40-49,5,2,F ,2,Grace                                                       ,Cassidy                                                     ,MA  ,Northeast
292,1363123,56384,High Middle,35,30-39,2,2,M ,4,Kevin                                                       ,Grimmer                                                     ,IL  ,Midwest
293,1362736,20358,Low Middle,42,40-49,2,0,F ,1,Jeanne                                                      ,Hills                                                       ,DC  ,South
294,1363388,76376,High Middle,56,50-59,6,1,M ,2,Tony                                                        ,Funke                                                       ,MI  ,Midwest
295,1363205,0,,17,10-19,2,0,F ,1,Monica                                                      ,Mealhouse                                                   ,IL  ,Midwest
296,1362511,2517,Lowest,83,80-89,3,0,M ,1,Alan                                                        ,Shoemaker                                                   ,NY  ,Northeast
297,1363470,18390,Low Middle,38,30-39,8,2,F ,2,Bridget                                                     ,Moxim                                                       ,FL  ,South
298,1362980,8201,Lowest,18,10-19,3,0,M ,1,Benny                                                       ,Sandell                                                     ,IL  ,Midwest
299,1362593,11725,Lowest,30,30-39,0,0,M ,1,Fred                                                        ,Hoff                                                        ,NY  ,Northeast
300,1363449,30265,Low Middle,34,30-39,4,0,F ,1,Farrah                                                      ,Fischer                                                     ,CA  ,West
301,1363327,12310,Lowest,40,40-49,0,0,F ,1,Glynda                                                      ,Doherty                                                     ,CA  ,West
302,1362837,22322,Low Middle,50,50-59,0,0,M ,2,Michael                                                     ,Harrington                                                  ,AZ  ,West
303,1362919,4300,Lowest,24,20-29,3,0,F ,1,Angela                                                      ,Foreman                                                     ,CA  ,West
304,1363306,15576,Low Middle,46,40-49,6,0,F ,1,Pam                                                         ,Matthews                                                    ,CA  ,West
305,1362715,17750,Low Middle,56,50-59,6,1,F ,2,Teri                                                        ,Reidy                                                       ,NY  ,Northeast
306,1363102,18183,Low Middle,33,30-39,3,3,F ,2,Emma                                                        ,Hemler                                                      ,CA  ,West
307,1363184,19840,Low Middle,50,50-59,0,2,F ,4,Rosalynn                                                    ,Marxen                                                      ,OH  ,Midwest
308,1362694,29838,Low Middle,36,30-39,6,2,F ,2,Mildred                                                     ,Murnane                                                     ,GA  ,South
309,1362776,27269,Low Middle,68,60-69,3,0,M ,2,Brian                                                       ,Nolan                                                       ,TN  ,South
310,1362959,77727,High Middle,57,50-59,7,1,F ,2,Jackie                                                      ,Finley                                                      ,NC  ,South
311,1362572,0,,17,10-19,2,0,M ,1,Dean                                                        ,Lawrence                                                    ,NM  ,West
312,1363428,8301,Lowest,82,80-89,2,0,M ,1,Joachim                                                     ,Gula                                                        ,IN  ,Midwest
313,1362633,10818,Lowest,28,20-29,4,2,F ,2,Nikki                                                       ,Dickey                                                      ,NY  ,Northeast
314,1362551,23085,Low Middle,27,20-29,6,0,F ,1,Faye                                                        ,McGinty                                                     ,NC  ,South
315,1362898,12449,Lowest,32,30-39,1,2,M ,2,Frank                                                       ,Tragarz                                                     ,IL  ,Midwest
316,1362816,11918,Lowest,19,10-19,4,0,F ,1,Daisy                                                       ,Hayes                                                       ,KY  ,South
317,1363081,41876,High Middle,37,30-39,7,0,F ,1,Shirley                                                     ,Ballinger                                                   ,KY  ,South
318,1363142,40671,High Middle,30,30-39,0,2,M ,3,Krista                                                      ,Harrington                                                  ,IL  ,Midwest
319,1362877,9480,Lowest,42,40-49,2,2,M ,2,Adam                                                        ,Huff                                                        ,OR  ,West
320,1362530,39250,Low Middle,57,50-59,7,0,F ,1,Jackie                                                      ,Wyman                                                       ,NY  ,Northeast
321,1363346,35237,Low Middle,55,50-59,5,1,M ,2,Joshua                                                      ,Sandham                                                     ,AZ  ,West
322,1362999,29403,Low Middle,36,30-39,6,2,M ,4,Daniel                                                      ,Hines                                                       ,CA  ,West
323,1362938,0,,16,10-19,1,0,M ,1,Keisuke                                                     ,Fitzgerald                                                  ,TX  ,South
324,1363468,36923,Low Middle,53,50-59,2,1,F ,3,Ellen                                                       ,Gardner                                                     ,KY  ,South
325,1362734,33010,Low Middle,55,50-59,5,0,F ,2,Eileen                                                      ,Newland                                                     ,MO  ,Midwest
326,1363264,0,,16,10-19,1,0,F ,1,Lisa                                                        ,Henry                                                       ,NJ  ,Northeast
327,1363203,82612,Highest,56,50-59,6,1,M ,2,Dennis                                                      ,Mealhouse                                                   ,IL  ,Midwest
328,1363121,0,,14,10-19,6,0,M ,1,Ted                                                         ,Park                                                        ,FL  ,South
329,1362591,26936,Low Middle,64,60-69,4,0,F ,1,Kathy                                                       ,Augustine                                                   ,OH  ,Midwest
330,1362713,31297,Low Middle,40,40-49,0,0,M ,2,James                                                       ,Henry                                                       ,IN  ,Midwest
331,1363060,48479,High Middle,46,40-49,6,5,M ,2,Donald                                                      ,Gold                                                        ,NY  ,Northeast
332,1362509,3093,Lowest,82,80-89,2,0,M ,2,Gilbert                                                     ,Larson                                                      ,IN  ,Midwest
333,1362652,20745,Low Middle,46,40-49,1,2,M ,2,Jeffrey                                                     ,Olszewski                                                   ,TX  ,South
334,1362978,33060,Low Middle,41,40-49,1,0,M ,1,Jorge                                                       ,Lawrence                                                    ,CA  ,West
335,1362917,45464,High Middle,57,50-59,7,0,F ,2,Paula                                                       ,Lee                                                         ,IN  ,Midwest
336,1363447,17052,Low Middle,41,40-49,1,0,F ,1,Patti                                                       ,Hines                                                       ,NY  ,Northeast
337,1363386,12033,Lowest,85,80-89,5,0,M ,2,Terry                                                       ,Stull                                                       ,OK  ,South
338,1362570,20562,Low Middle,50,50-59,0,2,F ,2,Terry                                                       ,Lawrence                                                    ,NM  ,West
339,1363182,101177,Highest,50,50-59,0,0,F ,2,Teresa                                                      ,Madden                                                      ,CA  ,West
340,1362835,9099,Lowest,28,20-29,7,0,M ,1,Charles                                                     ,Jones                                                       ,AL  ,South
341,1363243,16579,Low Middle,35,30-39,5,2,M ,2,Bob                                                         ,Gavin                                                       ,TN  ,South
342,1363304,14780,Lowest,88,80-89,8,0,F ,4,Mayreen                                                     ,Toms                                                        ,CA  ,West
343,1363039,0,,15,10-19,7,0,F ,1,Margarita                                                   ,Dole                                                        ,OK  ,South
344,1362692,0,,13,10-19,5,0,M ,1,Ramesh                                                      ,Marek                                                       ,NV  ,West
345,1362631,34394,Low Middle,54,50-59,4,0,F ,2,Malisa                                                      ,MacMullen                                                   ,TX  ,South
346,1363161,12560,Lowest,31,30-39,1,2,F ,2,Paulina                                                     ,Butler                                                      ,CO  ,West
347,1363100,12599,Lowest,37,30-39,3,0,M ,1,Ed                                                          ,Harris                                                      ,MA  ,Northeast
348,1363426,37186,Low Middle,36,30-39,6,0,M ,1,Carl                                                        ,Kapple                                                      ,NM  ,West
349,1362896,44758,High Middle,53,50-59,2,1,F ,2,Jeana                                                       ,McSherry                                                    ,NY  ,Northeast
350,1362549,0,,17,10-19,2,0,F ,1,Eva                                                         ,O'Malley                                                    ,NY  ,Northeast
351,1363365,41261,High Middle,34,30-39,4,3,M ,2,Jeremy                                                      ,Shaw                                                        ,NY  ,Northeast
352,1363018,46884,High Middle,36,30-39,4,2,M ,2,Ngar-Cheung                                                 ,Sakai                                                       ,AZ  ,West
353,1362488,7083,Lowest,77,70-79,7,0,F ,2,Stephanie                                                   ,Moussavi                                                    ,CA  ,West
354,1362814,0,,16,10-19,1,0,M ,1,Frankie                                                     ,Eubanks                                                     ,IL  ,Midwest
355,1362753,13352,Lowest,48,40-49,8,0,F ,1,Teresa                                                      ,Metheny                                                     ,OH  ,Midwest
356,1363283,22995,Low Middle,21,20-29,0,0,F ,1,Kathy                                                       ,Lewis                                                       ,NY  ,Northeast
357,1363222,5456,Lowest,63,60-69,3,0,M ,4,Edward                                                      ,Cox                                                         ,CA  ,West
358,1362875,8681,Lowest,68,60-69,8,0,F ,2,Nellie                                                      ,McLaughlin                                                  ,AL  ,South
359,1363487,0,,13,10-19,5,0,M ,1,Sonny                                                       ,Campbell                                                    ,HI  ,West
360,1362671,22783,Low Middle,25,20-29,4,0,F ,1,Jeana                                                       ,Zrahia                                                      ,LA  ,South
361,1362610,9602,Lowest,79,70-79,9,0,M ,2,Douglas                                                     ,Rayhanian                                                   ,HI  ,West
362,1363140,20684,Low Middle,44,40-49,4,0,M ,1,Khai                                                        ,Parker                                                      ,CA  ,West
363,1363079,25426,Low Middle,46,40-49,6,1,F ,2,Irene                                                       ,McVicker                                                    ,HI  ,West
364,1362528,6618,Lowest,39,30-39,9,0,F ,1,Juan                                                        ,Kirchmer                                                    ,KY  ,South
365,1363344,13124,Lowest,66,60-69,6,0,F ,2,Gail                                                        ,Pike                                                        ,AZ  ,West
366,1362997,0,,17,10-19,2,0,F ,1,Tracy                                                       ,Johnson                                                     ,PA  ,Northeast
367,1362936,8575,Lowest,52,50-59,2,1,F ,2,Pat                                                         ,Fitzgerald                                                  ,TX  ,South
368,1363466,0,,15,10-19,7,0,F ,1,Sophia                                                      ,Hudson                                                      ,CA  ,West
369,1363405,26583,Low Middle,23,20-29,2,2,F ,2,Jeana                                                       ,Erceg                                                       ,CA  ,West
370,1362589,30674,Low Middle,64,60-69,4,0,F ,2,Ruby                                                        ,McGough                                                     ,WA  ,West
371,1363201,8038,Lowest,80,80-89,0,0,F ,2,Rita                                                        ,Ferguson                                                    ,CA  ,West
372,1362854,0,,15,10-19,0,0,M ,1,Glenn                                                       ,Matsumoto                                                   ,NJ  ,Northeast
373,1362793,29120,Low Middle,36,30-39,6,2,M ,3,Ken                                                         ,Alexander                                                   ,CA  ,West
374,1363323,57882,High Middle,39,30-39,9,0,F ,1,Joyce                                                       ,Yahya                                                       ,PA  ,Northeast
375,1363262,49631,High Middle,54,50-59,4,1,F ,2,Rachel                                                      ,Henry                                                       ,NJ  ,Northeast
376,1362711,12994,Lowest,26,20-29,5,1,F ,4,Christi                                                     ,Subbanna                                                    ,CA  ,West
377,1363058,6355,Lowest,77,70-79,7,0,M ,2,Karmen                                                      ,Williamson                                                  ,NY  ,Northeast
378,1363180,0,,15,10-19,7,0,M ,1,Oliver                                                      ,Glover                                                      ,IL  ,Midwest
379,1362650,17804,Low Middle,21,20-29,0,1,M ,2,Nick                                                        ,Garrison                                                    ,NY  ,Northeast
380,1362976,20179,Low Middle,49,40-49,9,1,F ,2,Terry                                                       ,Mevawalla                                                   ,NB  ,Midwest
381,1363384,54647,High Middle,48,40-49,8,0,M ,1,Alex                                                        ,Rarey                                                       ,TX  ,South
382,1363445,5918,Lowest,29,20-29,8,1,M ,2,Sid                                                         ,McLaughlin                                                  ,CA  ,West
383,1362507,0,,17,10-19,2,0,F ,1,Allison                                                     ,Troester                                                    ,CA  ,West
384,1362568,0,,16,10-19,1,0,M ,1,Tony                                                        ,Telles                                                      ,CA  ,West
385,1362772,12456,Lowest,31,30-39,1,2,M ,2,Matthew                                                     ,Khanijow                                                    ,IL  ,Midwest
386,1363037,8257,Lowest,29,20-29,8,0,F ,2,Margarita                                                   ,Niedelman                                                   ,PA  ,Northeast
387,1363241,30217,Low Middle,46,40-49,6,0,F ,1,Carole                                                      ,Schissler                                                   ,TX  ,South
388,1363302,50704,High Middle,55,50-59,5,1,M ,2,Danny                                                       ,Potter                                                      ,CA  ,West
389,1363098,21909,Low Middle,51,50-59,1,1,M ,2,James                                                       ,Justice                                                     ,HI  ,West
390,1362894,59542,High Middle,57,50-59,7,0,M ,1,Lee                                                         ,Kirchmer                                                    ,NY  ,Northeast
391,1362486,10701,Lowest,76,70-79,6,0,F ,3,Kyle                                                        ,McVicker                                                    ,TX  ,South
392,1362690,24131,Low Middle,47,40-49,7,1,F ,2,Rebecca                                                     ,Marek                                                       ,NV  ,West
393,1362955,15746,Low Middle,30,30-39,0,3,M ,2,Adam                                                        ,Palmer                                                      ,CA  ,West
394,1363159,11029,Lowest,46,40-49,4,0,M ,1,Anthony                                                     ,Schnack                                                     ,NM  ,West
395,1363077,0,,15,10-19,3,0,F ,1,Elsie                                                       ,Richards                                                    ,NY  ,Northeast
396,1362547,30413,Low Middle,37,30-39,3,0,M ,2,Roger                                                       ,Levy                                                        ,NY  ,Northeast
397,1362669,0,,13,10-19,5,0,F ,1,Stephanie                                                   ,Boyd                                                        ,CA  ,West
398,1363016,41317,High Middle,54,50-59,4,1,M ,2,Jacob                                                       ,McMillen                                                    ,CA  ,West
399,1362934,11074,Lowest,52,50-59,2,1,F ,2,Vivian                                                      ,Paul                                                        ,OR  ,West
400,1363485,19863,Low Middle,48,40-49,8,0,F ,1,Anne                                                        ,Dunn                                                        ,WA  ,West
401,1363403,37364,Low Middle,52,50-59,2,1,F ,4,Heidi                                                       ,Matthews                                                    ,OH  ,Midwest
402,1363342,32700,Low Middle,53,50-59,3,1,F ,4,Bridget                                                     ,Shin                                                        ,TX  ,South
403,1362526,43872,High Middle,41,40-49,1,0,F ,2,Jessica                                                     ,Flynn                                                       ,CA  ,West
404,1363138,13137,Lowest,72,70-79,2,0,F ,2,Phoebe                                                      ,Sales                                                       ,TX  ,South
405,1362791,7914,Lowest,81,80-89,1,0,F ,2,Marilyn                                                     ,Parent                                                      ,NY  ,Northeast
406,1362730,12988,Lowest,37,30-39,7,3,F ,4,Patricia                                                    ,Cooper                                                      ,WA  ,West
407,1363056,2442,Lowest,19,10-19,1,0,F ,1,Darlene                                                     ,Clark                                                       ,WI  ,Midwest
408,1363199,0,,16,10-19,1,0,M ,1,Alfred                                                      ,Maloney                                                     ,CA  ,West
409,1363117,38736,Low Middle,48,40-49,7,5,M ,4,Hans                                                        ,Park                                                        ,FL  ,South
410,1362995,45195,High Middle,59,50-59,9,2,M ,2,Norm                                                        ,Johnson                                                     ,PA  ,Northeast
411,1363382,13497,Lowest,61,60-69,1,0,F ,2,Barbara                                                     ,Schnack                                                     ,CO  ,West
412,1362587,8799,Lowest,27,20-29,6,0,F ,2,Li-Yauw                                                     ,Rice                                                        ,OK  ,South
413,1362505,7735,Lowest,53,50-59,3,1,F ,2,Melissa                                                     ,Troester                                                    ,CA  ,West
414,1362852,33706,Low Middle,56,50-59,6,1,M ,2,Eric                                                        ,Matsumoto                                                   ,NJ  ,Northeast
415,1362974,12436,Lowest,29,20-29,8,0,M ,1,Rob                                                         ,Greenberg                                                   ,CA  ,West
416,1363321,33113,Low Middle,55,50-59,5,0,M ,2,Jeff                                                        ,Herreweyers                                                 ,IN  ,Midwest
417,1362770,76891,High Middle,42,40-49,2,0,F ,1,Daniel                                                      ,Bush                                                        ,PA  ,Northeast
418,1362709,5981,Lowest,74,70-79,4,0,F ,2,Colleen                                                     ,Malcom                                                      ,CA  ,West
419,1362831,111004,Highest,52,50-59,2,0,M ,1,Matthew                                                     ,Yumoto                                                      ,FL  ,South
420,1363178,31220,Low Middle,34,30-39,4,0,M ,1,Marty                                                       ,Swanson                                                     ,NC  ,South
421,1363096,12072,Lowest,67,60-69,7,0,M ,2,Bill                                                        ,Brownell                                                    ,NY  ,Northeast
422,1362566,127848,Highest,54,50-59,4,1,M ,2,Guy                                                         ,Telles                                                      ,CA  ,West
423,1363361,26008,Low Middle,34,30-39,4,2,F ,4,Marilyn                                                     ,Griggs                                                      ,OR  ,West
424,1363035,8262,Lowest,60,60-69,0,0,M ,2,Marc                                                        ,Erceg                                                       ,WI  ,Midwest
425,1362484,10053,Lowest,42,40-49,2,0,F ,1,Lana                                                        ,Gilmore                                                     ,CO  ,West
426,1362688,23896,Low Middle,34,30-39,4,1,M ,2,Jeffrey                                                     ,Parent                                                      ,OR  ,West
427,1363422,42532,High Middle,39,30-39,9,2,M ,2,Matthew                                                     ,Floyd                                                       ,CO  ,West
428,1363157,72194,High Middle,32,30-39,2,0,M ,1,Felipe                                                      ,Qiu                                                         ,TX  ,South
429,1363218,21646,Low Middle,49,40-49,6,0,F ,1,Cheryl                                                      ,Hildreth                                                    ,CA  ,West
430,1362749,17412,Low Middle,33,30-39,2,2,F ,3,Kate                                                        ,Holmes                                                      ,TN  ,South
431,1362810,0,,17,10-19,2,0,F ,1,Judy                                                        ,Rostek                                                      ,IN  ,Midwest
432,1363014,15399,Low Middle,60,60-69,0,0,M ,2,Tai                                                         ,Schissler                                                   ,NY  ,Northeast
433,1363075,12560,Lowest,46,40-49,6,1,M ,2,Donald                                                      ,Richards                                                    ,NY  ,Northeast
434,1363483,9271,Lowest,28,20-29,6,0,M ,2,Gilbert                                                     ,Rostek                                                      ,DC  ,South
435,1362932,18387,Low Middle,18,10-19,3,0,M ,1,Rolf                                                        ,Shen                                                        ,CA  ,West
436,1362606,36586,Low Middle,51,50-59,1,0,F ,1,Clara                                                       ,Russell                                                     ,AZ  ,West
437,1363401,9999,Lowest,44,40-49,4,0,M ,2,Benoit                                                      ,Lackpour                                                    ,NY  ,Northeast
438,1363340,0,,13,10-19,5,0,M ,1,Terry                                                       ,Starkel                                                     ,CA  ,West
439,1362524,0,,15,10-19,7,0,F ,1,Phyllis                                                     ,Morton                                                      ,CA  ,West
440,1362728,32065,Low Middle,48,40-49,8,1,M ,2,Andy                                                        ,Kraus                                                       ,NY  ,Northeast
441,1362993,20702,Low Middle,30,30-39,0,1,F ,3,Carolyn                                                     ,Weeks                                                       ,MI  ,Midwest
442,1363197,19088,Low Middle,52,50-59,2,2,F ,2,Carolyn                                                     ,Maloney                                                     ,CA  ,West
443,1363258,9005,Lowest,26,20-29,5,1,F ,2,Eva                                                         ,Lennan                                                      ,CA  ,West
444,1363462,9495,Lowest,25,20-29,4,2,F ,3,Judith                                                      ,Barnard                                                     ,MD  ,South
445,1362503,5787,Lowest,18,10-19,3,0,M ,1,Cary                                                        ,Carrington                                                  ,CA  ,West
446,1362585,28093,Low Middle,69,60-69,9,0,M ,2,Les                                                         ,Cole                                                        ,IL  ,Midwest
447,1362972,59047,High Middle,55,50-59,5,0,M ,1,Gene                                                        ,Reissman                                                    ,TX  ,South
448,1363054,9738,Lowest,56,50-59,6,1,F ,2,Nora                                                        ,Clark                                                       ,WI  ,Midwest
449,1363441,7169,Lowest,39,30-39,9,0,F ,1,Colleen                                                     ,McCoy                                                       ,AZ  ,West
450,1362850,8961,Lowest,86,80-89,6,0,M ,4,Tim                                                         ,Walsh                                                       ,NV  ,West
451,1363237,57224,High Middle,35,30-39,5,2,M ,2,Joe                                                         ,Lew                                                         ,TX  ,South
452,1362911,43737,High Middle,66,60-69,6,0,M ,2,Norman                                                      ,Marsicano                                                   ,CA  ,West
453,1362829,49553,High Middle,53,50-59,3,1,F ,2,Carolyn                                                     ,Roberson                                                    ,PA  ,Northeast
454,1363176,2772,Lowest,22,20-29,1,1,F ,4,Neil                                                        ,Adamson                                                     ,NJ  ,Northeast
455,1363298,56296,High Middle,38,30-39,8,2,M ,2,Bruno                                                       ,Rector                                                      ,IL  ,Midwest
456,1362768,0,,16,10-19,1,0,M ,1,Patrick                                                     ,Elliot                                                      ,IL  ,Midwest
457,1363094,11244,Lowest,72,70-79,2,0,F ,2,Mytien                                                      ,Larson                                                      ,MN  ,Midwest
458,1362564,14357,Lowest,77,70-79,7,0,F ,2,Kim                                                         ,McHugh                                                      ,IL  ,Midwest
459,1362686,19019,Low Middle,70,70-79,0,0,F ,4,Jenny                                                       ,McCarthy                                                    ,PA  ,Northeast
460,1362625,30165,Low Middle,37,30-39,7,3,M ,2,Matthew                                                     ,Hemphill                                                    ,FL  ,South
461,1362951,24090,Low Middle,67,60-69,7,0,M ,2,Anthony                                                     ,Warner                                                      ,KY  ,South
462,1362890,0,,14,10-19,6,0,F ,1,Janet                                                       ,Kirchmer                                                    ,OR  ,West
463,1363420,22369,Low Middle,32,30-39,2,0,F ,1,Catherine                                                   ,Kaufman                                                     ,MI  ,Midwest
464,1363216,13241,Lowest,18,10-19,3,0,F ,1,Carolyn                                                     ,Lau                                                         ,NY  ,Northeast
465,1362543,77322,High Middle,36,30-39,6,2,M ,2,William                                                     ,Hudson                                                      ,NY  ,Northeast
466,1363012,77893,High Middle,35,30-39,2,0,M ,1,Scott                                                       ,Gins                                                        ,NY  ,Northeast
467,1362808,31387,Low Middle,42,40-49,2,0,F ,1,Anita                                                       ,Felix                                                       ,CA  ,West
468,1363481,7642,Lowest,66,60-69,6,0,F ,2,Beverly                                                     ,Sze                                                         ,CO  ,West
469,1362665,0,,14,10-19,6,0,F ,1,Angie                                                       ,Boyd                                                        ,CA  ,West
470,1362604,28204,Low Middle,40,40-49,0,0,F ,1,Rita                                                        ,Sadri                                                       ,CA  ,West
471,1363134,19645,Low Middle,39,30-39,6,2,M ,2,Biju                                                        ,Hedegard                                                    ,CA  ,West
472,1363073,11821,Lowest,29,20-29,8,0,M ,2,Walter                                                      ,McCreary                                                    ,CA  ,West
473,1363399,1591,Lowest,25,20-29,4,0,M ,1,Glenn                                                       ,Hills                                                       ,CA  ,West
474,1363338,0,,13,10-19,5,0,F ,1,Tina                                                        ,Starkel                                                     ,CA  ,West
475,1362991,21657,Low Middle,49,40-49,9,0,F ,1,April                                                       ,Richards                                                    ,TX  ,South
476,1362930,0,,17,10-19,2,0,M ,1,Martin                                                      ,Carter                                                      ,TX  ,South
477,1362787,0,,14,10-19,6,0,M ,1,Andy                                                        ,Bailey                                                      ,MO  ,Midwest
478,1362726,14141,Lowest,18,10-19,3,0,M ,1,Carlos                                                      ,Center                                                      ,MO  ,Midwest
479,1363256,90592,Highest,50,50-59,0,0,M ,2,Barry                                                       ,Romen                                                       ,CA  ,West
480,1363195,0,,17,10-19,2,0,M ,1,Hsin-Kai                                                    ,Hummel                                                      ,MO  ,Midwest
481,1362848,0,,15,10-19,7,0,F ,1,Emily                                                       ,Teeuwen                                                     ,CA  ,West
482,1363317,18176,Low Middle,68,60-69,8,0,F ,4,Lori                                                        ,Hu                                                          ,AZ  ,West
483,1362644,3371,Lowest,19,10-19,4,0,F ,1,Jamie                                                       ,Hood                                                        ,NY  ,Northeast
484,1362909,98566,Highest,43,40-49,3,1,F ,3,Phyllis                                                     ,Knowles                                                     ,IL  ,Midwest
485,1363113,30163,Low Middle,38,30-39,1,3,M ,2,Patrick                                                     ,Shelton                                                     ,CA  ,West
486,1363378,31732,Low Middle,35,30-39,5,3,M ,2,Wayne                                                       ,Milby                                                       ,CA  ,West
487,1362705,27635,Low Middle,40,40-49,0,2,F ,4,Yuki                                                        ,Dole                                                        ,MO  ,Midwest
488,1363174,21384,Low Middle,58,50-59,7,1,F ,2,Hana                                                        ,McLaughlin                                                  ,CA  ,West
489,1362501,65347,High Middle,58,50-59,8,2,F ,2,Rose                                                        ,Carrington                                                  ,CA  ,West
490,1362766,102286,Highest,56,50-59,6,2,F ,3,Susanne                                                     ,Elliot                                                      ,IL  ,Midwest
